COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,Unnamed: 5
LQDDMG,my device dropped in the pool,1.04E+11,Sprint,05-APR-17 10.30.54.824000000 PM,
CRCKSCRN,phone fell and cracked screen,1.02E+11,Sprint,08-MAY-17 07.31.19.547000000 PM,
LOST/UNREC,left phone at mall,1.03E+11,Sprint,22-MAY-17 11.24.50.099000000 PM,
CRCKSCRN,Screen cracked; I have a screen saver on the screen.,1.03E+11,Sprint,09-MAY-17 03.21.45.438000000 PM,
LOST/UNREC,I was walking in the park with my brother and I lost my cellphone.,1.07E+11,Sprint,08-JUN-17 02.57.32.108000000 PM,
LQDDMG,phone was in bathing suit pocket when he went swimming,1E7AF97951310DF0AC0403A5BA6685D0,1.02E+11,Sprint,
CRCKSCRN,Cracked iy,1.00E+11,Sprint,15-APR-17 08.22.36.501000000 AM,
LOST/UNREC,My husband phone fell in between elevator. We call our landlord office to see if they can send ele.company to retrieve it. Thy denie our request. It still under the elevator.,1.04E+11,Sprint,12-JUN-18 03.15.34.650000000 AM,
MLFUNC,The touch screen stops working or the screen bounces rapidly and the picture distorts,1E777A2BCC200A5091DF0DD2CB023898,1.02E+11,Sprint,
LOST/UNREC,phone fell off the boat while i was there,1.09E+11,Sprint,17-JUN-18 05.34.34.501000000 PM,
LQDDMG,my phone has liquid on the screen,1E79F0E1691C05608AC589294B20FAF1,1.01E+11,Sprint,
CRCKSCRN,dropped my phone onto cement and it cracked my screen,113100566,Sprint,11-APR-17 09.13.52.000000000 PM,
LQDDMG,The phone had a cracked screen but still worked. My son works in construction in all kinds of weather. The tech said it was exposed to water,1E79F246687E02F0819DFD022F6E9608,1.02E+11,Sprint,
LQDDMG,water fell in bucket of water,1E79E37D291A064095AB454C242D6CE1,1.04E+11,Sprint,
LQDDMG,MY PHONE GET IN CONTACT WITH LIQUID AND HAVE TO MANY PROBLEMS,1E7544EF4DFC0F20B53FAB11709CA4EE,1.02E+11,Sprint,
LOST/UNREC,left at Dr's office. not there when I went back,1.08E+11,Sprint,20-MAR-17 09.44.29.051000000 PM,
LOST/UNREC,Lost it on my way home yesterday morning,1.01E+11,Sprint,04-MAY-17 09.34.38.671000000 PM,
LOST/UNREC,am lost my phone in the work,1.06E+11,Sprint,23-JUN-17 01.38.42.139000000 AM,
MLFUNC,It is getting very very hot when talking with it.,1E77CB1CABF704D0AC3EE155FF93531E,1.01E+11,Sprint,
STOLEN,Had family member on account and they took phone to new carrier without my consent the phone belongs to me,1E77B76D14AD08309EB865F6B4202010,1.02E+11,Sprint,
MLFUNC,My device seems to be slow with the touch screen. It wont respond as it used it and seems to kick me out of apps. There is freezing when initiating apps as well or even stays stuck with no movement from the screen lock.,1E7787477D290B808AF191945196A36F,1.06E+11,Sprint,
MLFUNC,Phone battery was not charging beyond 50-60%. Phone had been charged at a hospital charging station and damaged occurred. Male charging port on charging station must have been bigger than phone port causing damage. When taken in to the Sprint store the Asurion Repair Technician said there was liquid damage to my phone. I had no knowledge of this since I am the only one to use the phone and live alone.,1.08E+11,Sprint,19-APR-17 10.49.10.184000000 PM,
LQDDMG,dropped in bathtub,111000571,Sprint,15-MAY-17 11.26.58.268000000 PM,
STOLEN,my ex Katherine Maimone has the phone and does not want to return it to me.,1E70C4F51ACA0C70B3D8005056870405,112000000,Sprint,
LQDDMG,"I fell down while walking my dog and my phone fell out of my hand onto the concrete and off of the curb and into a very shallow puddle. I placed my device into a bowl of dry rice hoping it would get the excess water out but I'm not sure if that helped. When I charge my phone the screen jumps, my apps will go back to the previous screen, and it'll press letters that I didn't press.",1.09E+11,Sprint,22-MAY-17 10.42.08.870000000 PM,
STOLEN,my device was stolen,1E790F4987B30200A62787FEBDA54D05,1.04E+11,Sprint,
LQDDMG,Slipped out of m hand into dish water,1E78D988E3250C608D5C7339CFA56652,1.01E+11,Sprint,
LQDDMG,it felt into water,1E7AE2A82D5A0B30A65E8764A70A9DF7,1.05E+11,Sprint,
STOLEN,Was at Lacrosse game and stepped away from my chair. Came back and the phone was gone. Tried calling it to see if I could hear it ring but went straight to voicemail. It only had about 20% battery life on it when it went missing.,111508267,Sprint,04-MAY-17 10.16.04.461000000 PM,
STOLEN,"I went to the bathroom at a public place, and I left my device at my table. When I returned, it was gone and nobody could help track it down.",1.06E+11,Sprint,27-MAR-17 09.21.36.007000000 AM,
MLFUNC,"I was playing candy crush and my phone just went black screen. I cannot get it to come back on. I have tried charging it. I tried plugging it into my computer to do a reset or update. But all I can get to is the apple to appear on the screen, nothing else.",1.08E+11,Sprint,08-MAY-17 11.52.40.252000000 AM,
STOLEN,Stolen while out with my girlfriend,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
MLFUNC,the cell it would be at 80 percent next thing uk its on to 25 percent same thing if I charge it all the way I tried diff charger and still nothing,1E77D6C68B010680924D03A2F89DC9E9,1.08E+11,Sprint,
LQDDMG,Its wet,1E7A60C733B60460B667005056876829,1.04E+11,Sprint,
LOST/UNREC,I forgot my phone yesterday in the bus on my way to home.,1.02E+11,Sprint,23-JUN-17 10.18.26.372000000 PM,
LOST/UNREC,Fell in the river at work.,110560594,Sprint,18-APR-17 08.56.09.303000000 PM,
MLFUNC,"Phone just stopped working. Keeps saying plug into the computer. I tried to restore it, but was not successful.",1.00E+11,Sprint,09-JUN-17 02.03.41.417000000 PM,
LQDDMG,dropped phone in ocean,4C52A9B6DBAE1E5AE053A239030AF748,113000000,Sprint,
LQDDMG,"The problem is not liquid damage. Phone was working fine up until sunday when out of nowhere is started what is called a ""boot loop"" from what i understand it is a manufacturers defect that happens to many lg g4 owners and is not fixable. tried trouble shooting with no success. this is my only other option.",1E797BF3CA5B0550B5E00F1C213CED6F,1.09E+11,Sprint,
LOST/UNREC,My phone was lost in the park,1.03E+11,Sprint,05-MAY-17 11.02.56.123000000 PM,
LQDDMG,"Yes, my device has liquid damage",1E792564647205808FE6CFADD104B6D2,1.06E+11,Sprint,
CRCKSCRN,"I cracked my phone a while ago, but it worked fine for a couple of weeks. Then, the screen would not turn on. I could still operate it though Siri. After a couple of days, it would not power on.",1.04E+11,Sprint,16-MAY-17 08.29.57.491000000 PM,
LOST/UNREC,phone lost,1.10E+11,Sprint,07-JUN-17 02.50.08.858000000 PM,
STOLEN,"my phone was stolen, I was taken out of my wallet without me realize I was walking in the park and I was hit by man and when I check my phone was not.",1E798A8D1D710170A20D472B551B6A04,1.03E+11,Sprint,
STOLEN,Phone went missing from my purse.,1E70C4F80AA605D0BEF0005056870405,111000000,Sprint,
MLFUNC,My device appeared with a line running down the screen. Glitching also opening and closing apps on its own and clicking letters if I open a text on its own.,1E776165CF5F03309022EBD90A7CE8F5,1.01E+11,Sprint,
CRCKSCRN,Screen is cracked,1.03E+11,Sprint,19-APR-17 02.41.47.083000000 PM,
MLFUNC,phone died put on charger after charged phone would not turn on or off at screen that says lte plus,112755651,Sprint,06-MAY-17 03.59.52.902000000 AM,
LOST/UNREC,lost,1.07E+11,Sprint,07-JUN-17 08.45.08.091000000 PM,
MLFUNC,"The phone continues to state ""searching"" and will not connect to cellular network. Went to Apple and they stated it is a hardware issue.",1E77D5A6C2540540924D03A2F89DC9E9,1.09E+11,Sprint,
MLFUNC,Capacitive touch buttons on screen are malfunctioning.,1E710CE2298D0C01B22A005056870405,112667155,Sprint,
LOST/UNREC,Fell in the lake while fishing,1.02E+11,Sprint,16-JUN-18 11.09.34.732000000 PM,
STOLEN,Was taken out of my purse,1E78223439E30F009D8B552A0CBC75AE,1.03E+11,Sprint,
LQDDMG,"I dropped my phone into the toilet and it no longer works. It is not cracked, just wont turn on anymore",4F0D3D4BACE04E09E053A239030AE092,113000000,Sprint,
MLFUNC,I can barely hear out of my phone unless it is in speaker phone.,1.05E+11,Sprint,06-JUN-17 01.37.52.216000000 AM,
STOLEN,was stolen while on the job at work off his desk,1E776FD4F7390DB09022EBD90A7CE8F5,1.01E+11,Sprint,
LOST/UNREC,lost,1.01E+11,Sprint,09-JUN-17 12.14.42.068000000 PM,
LOST/UNREC,I used the phone as a back up phone and I haven't use it in months and have looked for the phone for several months as haven't found it so its lost or stolen,1.04E+11,Sprint,06-JUN-17 03.27.57.206000000 PM,
LOST/UNREC,"My device was stolen, I know the location but cannot retrieve it because at the location they say they do not have it.",1.07E+11,Sprint,11-JUN-18 06.27.47.581000000 PM,
LQDDMG,but it is symptom of moisture damage,1E7A5E10779B01D0B3BA37576C76D85C,1.04E+11,Sprint,
CRCKSCRN,Phone fell. Screen blank phone is completely dead,1.06E+11,Sprint,09-MAY-17 01.55.23.684000000 AM,
STOLEN,My device was put on charger in a public area I saying down on the ground and it was token away from my possession when I came back to retrieve it.,1E77C6ECF87A06B09749005056876829,1.03E+11,Sprint,
MLFUNC,phone just keeps flashing the apple logo going blank then showing the apple logo again,1E77859A002C0CD08AF191945196A36F,1.04E+11,Sprint,
LQDDMG,liquid damage,113270022,Sprint,10-MAY-17 08.30.48.000000000 PM,
STOLEN,my phone was stolen yesterday when I was at the gym someone opened my locked and got it,1.09E+11,Sprint,07-JUN-17 10.09.34.283000000 PM,
LQDDMG,The phone was on my nightstand and my fan blew over a bottled water and got on the phone.,1.08E+11,Sprint,09-MAY-17 11.07.34.718000000 PM,
CRCKSCRN,Phone fell and the screen cracked.,1.05E+11,Sprint,07-JUN-17 02.50.17.187000000 PM,
STOLEN,MY CELL PHONE WAS STOLEN IT IN THE TRAIN STATION AND I DONT NOT SEE DELINCUENT......,1E76249B890C07009EF607FD84303260,1.00E+11,Sprint,
STOLEN,I put my phone down to swipe my card at 7 eleven. I believe I saw the person who stole it but by the time I realized it was gone they were gone as well.,4E088F2C91A822B2E053A239030A14BB,113000000,Sprint,
STOLEN,I was at the grocery store and accidentally left my phone in the bathroom. When I came back it was gone. I called customer service and no one returned my phone.,1.10E+11,Sprint,09-MAY-17 04.36.40.178000000 AM,
LOST/UNREC,I got lost in the park,1.04E+11,Sprint,03-MAY-17 11.34.01.768000000 PM,
LQDDMG,Device received a cracked due to an impact to my leg while it was in my pocket.,1E7A7B5BD2350CE0953F613EFB8DD3EC,1.02E+11,Sprint,
CRCKSCRN,Fell off vehicle,110558819,Sprint,07-JUN-17 03.44.07.568000000 PM,
CRCKSCRN,the screen cracked and now we can't use the screen.,1.02E+11,Sprint,19-APR-17 09.12.49.755000000 AM,
LQDDMG,Went to Sprint repair store and they detected that my phone had water damage so they redirected me to reclaim another claim. They let me know that I will probably have to send it in to this company.,1.03E+11,Sprint,26-APR-17 02.51.23.202000000 AM,
LQDDMG,My daughter got my phone wet,1E77FE089AD009309EADB5B562D9FAC2,1.07E+11,Sprint,
LOST/UNREC,Phone got left on counter at gas station when I went back it was gone,1.05E+11,Sprint,09-MAY-17 12.03.38.433000000 AM,
STOLEN,Company truck was broken into and device was stolen along with some tools.,1E77DE70F83704009D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,Problem with audio speakers or headphones?,1E777287FA5A09D09022EBD90A7CE8F5,1.02E+11,Sprint,
LOST/UNREC,I placed my phone on top of my truck and forgotten I placed it there and drove off and it fell into the road and gotten ran over,1.03E+11,Sprint,04-JUN-18 09.38.41.755000000 PM,
MLFUNC,Device appears to be going on the fritz. Sometimes get a green screen.,1E77929B79C30FE08AF191945196A36F,1.05E+11,Sprint,
CRCKSCRN,My phone fell,1.03E+11,Sprint,22-JUN-17 09.58.40.940000000 PM,
STOLEN,stolen in the gym,1.04E+11,Sprint,07-JUN-17 04.45.28.478000000 PM,
LQDDMG,My device has liquid damage,1.01E+11,Sprint,24-MAY-17 02.01.56.789000000 PM,
LOST/UNREC,At work,1.05E+11,Sprint,08-JUN-17 08.54.24.260000000 PM,
MLFUNC,My device wont hold A signal. The signal goes in and out but says searching most of the time.,1.07E+11,Sprint,09-MAY-17 03.56.26.764000000 AM,
MLFUNC,I was checking some information on the phone and the screen want black and is trying to rebot itself,110520193,Sprint,15-APR-17 10.50.04.689000000 PM,
CRCKSCRN,Unfortunately my device fell and cracked screen,1.03E+11,Sprint,18-APR-17 09.46.23.662000000 PM,
STOLEN,my cell phone was stolen at hospital by one guy,1E78DBFE726A09308D5C7339CFA56652,1.06E+11,Sprint,
LQDDMG,I had it in my pocked as i jumped into the pool.,1E75EE9E4E3E0160949855990E92C04D,1.04E+11,Sprint,
CRCKSCRN,phone hit bedframe,1.01E+11,Sprint,09-MAY-17 12.32.44.509000000 AM,
MLFUNC,Device is not audible when taking calls or holding a charge and the display is pixilated,1E77F3720DE70C30B8E2C5498E360678,1.09E+11,Sprint,
CRCKSCRN,Dropped on a rock,1.07E+11,Sprint,18-MAY-17 03.16.23.353000000 AM,
CRCKSCRN,Dropped phone,112218317,Sprint,06-JUN-17 04.06.43.890000000 AM,
LQDDMG,my cell phone has liquid damage,1.07E+11,Sprint,23-JUN-17 04.33.53.715000000 AM,
LQDDMG,my phone liquid damage,1E7997EAC5480A00B4389F3D5D2A0248,1.08E+11,Sprint,
LOST/UNREC,lost,1.08E+11,Sprint,09-JUN-17 05.29.15.386000000 PM,
CRCKSCRN,The phone fell on the floor and a child stepped on it.,1.01E+11,Sprint,19-APR-17 10.53.09.270000000 PM,
LOST/UNREC,my cell phone is lost in the park,1.05E+11,Sprint,23-JUN-17 10.35.25.032000000 PM,
LQDDMG,While having breakfast I dropped my chocolate over my device and notebook,1.06E+11,Sprint,22-MAR-17 08.19.34.138000000 PM,
LQDDMG,daughter dropped it and fell in a puddle,522D80599A035F4BE053A339030A2233,113000000,Sprint,
CRCKSCRN,I dropped my phone one foot off the ground from asphalt on the corner of my phone and it cracked the upper left hand side,1.07E+11,Sprint,11-MAY-17 10.13.11.219000000 PM,
MLFUNC,It quit working. I can't see anything. I have to use my iwatch,1.06E+11,Sprint,15-MAY-17 11.00.25.851000000 PM,
LOST/UNREC,lost my iphone last night i was drunk at a party,1.05E+11,Sprint,23-JUN-17 10.20.40.643000000 PM,
LQDDMG,My cellphone lost in the water park.,1.02E+11,Sprint,12-JUN-17 07.46.31.639000000 PM,
STOLEN,Stolen at sporting event,1.01E+11,Sprint,16-APR-17 08.16.19.903000000 AM,
CRCKSCRN,Opened front door and dropped the phone on patio,1.08E+11,Sprint,04-MAY-17 12.57.39.637000000 AM,
STOLEN,my phone stolen in the mall,1E799A7094D502A08E0E9BBB59E59C3A,1.03E+11,Sprint,
MLFUNC,Was working yesterday charged it last night and will not do anything today,1E77DC262CBC0BA09D8B552A0CBC75AE,1.00E+11,Sprint,
MLFUNC,", screen just went blank lines showing on phone just appear out of nowhere",1E77547E8BFE0F309022EBD90A7CE8F5,1.01E+11,Sprint,
CRCKSCRN,"My phone fell and shortly after the screen started flashing at the bottom, now I am missing calls and the phone gets very hot and looses charge quickly",1.00E+11,Sprint,18-APR-17 01.29.28.742000000 AM,
LQDDMG,Fell in river with phone in back pocket,1E7B36020C2D004086F0A737CACCDAC1,1.05E+11,Sprint,
CRCKSCRN,dropped my phone and the screen crewed,113269659,Sprint,10-MAY-17 07.22.03.000000000 PM,
MLFUNC,The phone will not turn on. I have tried resetting and doing a hard reset.,1.00E+11,Sprint,04-MAY-17 05.45.33.714000000 PM,
LQDDMG,Spilled water on my water during a chemistry lab at school.,5179B29BC0D449B9E053A239030A0D3B,113000000,Sprint,
STOLEN,The phone was left on the table outside at our house and haven't been able to find it since. Assuming it was stolen.,112861964,Sprint,04-MAY-17 05.46.48.909000000 PM,
MLFUNC,"It just stopped working correctly, unable to use screen",1E776358213A080093069355A289BC4E,1.01E+11,Sprint,
STOLEN,My son was at school in P.E. and went to workout . His phone was in his locker . Someone broke in a stolen his phone.,1E7821F807E70E209D8B552A0CBC75AE,1.09E+11,Sprint,
CRCKSCRN,It fell and hit the pavement and the screen cracked. The screen is not in use.,111822563,Sprint,22-JUN-17 10.08.41.004000000 PM,
STOLEN,My cell phone was stolen in the park,1E766BD3F80D07B09EF607FD84303260,1.10E+11,Sprint,
CRCKSCRN,daughter dropped phone and cracked screen,1.03E+11,Sprint,16-MAY-17 01.04.02.659000000 AM,
MLFUNC,Stopped turning on completely.,1E77C81465760ED0B490D11B70C76A02,1.00E+11,Sprint,
LQDDMG,Phone won't charge and it got wet,1E7B6A82D57F06F08E5619493C664FAF,1.04E+11,Sprint,
CRCKSCRN,Dropped phone,1.04E+11,Sprint,07-JUN-17 03.28.36.870000000 PM,
STOLEN,phone stolen from work,1E785EB91CD90E70870B0050568763AB,1.07E+11,Sprint,
LQDDMG,ive dropped and cracked the phone multiple times . also has water inside looking for a whole new device,1E75F63AF7870E8092793BB58B27C035,1.02E+11,Sprint,
CRCKSCRN,"The phone will occasionally work fine. However, the screen will freeze and when I restart the phone, it will not allow me to unlock the phone. This randomly happens.",1.02E+11,Sprint,07-MAY-17 09.34.22.215000000 AM,
LQDDMG,Phone dropped in pool,110413594,Sprint,08-JUN-17 05.04.53.617000000 PM,
MLFUNC,wont charge,1.07E+11,Sprint,06-JUN-17 01.49.39.502000000 AM,
CRCKSCRN,dropped it,113010338,Sprint,07-JUN-17 01.06.04.787000000 AM,
STOLEN,device was stole while at dick's sporting goods in Gresham Oregon. phone was set on counter while looking at products and tall white male walked by and picked up phone and walked away with know notice of what he had done.,1E77C7AD2F070DC0924D03A2F89DC9E9,1.02E+11,Sprint,
