COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,
MLFUNC,"Not sure what happened. Turned on the phone one morning and the screen had a bunch of lines, color was off and touch screen was malfunctioning.",1.08E+11,Sprint,07-JUN-17 02.06.39.527000000 PM,
MLFUNC,My phone will not stayed charged.,1.05E+11,Sprint,07-JUN-17 02.09.45.498000000 PM,
MLFUNC,"For the last week or so my phone has been overheating and displaying ""iphone overheating needs to cool down"" and then turns off. It does this at least 3 to 4 times a day. My screen like the picture on the screen shakes and my phone will just freeze or shut everything I was using down.",1.09E+11,Sprint,07-JUN-17 02.16.05.241000000 AM,
MLFUNC,"Upon notification, installed system update and have been locked out of my phone ever since...5 days and counting. Contacted sprint, who could do nothing...they told me to contact samsung, which i did...they told me to contact google...which i did. they couldn't do anything and referred me back to samsung...who now wants me to ship phone to them and wait 10-14 days, No can do. I need a working phone now!",1.07E+11,Sprint,07-JUN-17 02.17.18.257000000 AM,
MLFUNC,There is something stuck in the headphone jack of the phone,1.06E+11,Sprint,07-JUN-17 02.21.27.034000000 PM,
MLFUNC,Phone completely died and would not Power back on even after being connected to a charger.,1.05E+11,Sprint,07-JUN-17 02.31.47.586000000 AM,
MLFUNC,I had my phone charging and.afterwards my screen went blank & blurry.,1.07E+11,Sprint,07-JUN-17 02.33.48.271000000 AM,
MLFUNC,"not sure, turned phone on and half of the screen is black with some colored lines going through it",1.05E+11,Sprint,07-JUN-17 02.37.15.207000000 PM,
MLFUNC,Phone will not keep charge. Takes 5 to charge 100%; will drain of battery life in 10 minutes and shut off immediately.,1.02E+11,Sprint,07-JUN-17 02.38.15.429000000 AM,
MLFUNC,"Phone powers up and will temporarily function, but constantly reboots and persistently hangs at Sprint logo. Repair center will not look at device since there is previous unrelated damage on back of device.",1.01E+11,Sprint,07-JUN-17 02.52.25.387000000 AM,
MLFUNC,"My phone was knocked off my desk and the screen has been blurred ever since. If I leave it alone for about 30-45 minutes, the screen improves and is usable for about 1 minute and then it gets blurred/blank again.",1.09E+11,Sprint,07-JUN-17 03.00.35.997000000 AM,
MLFUNC,My phone doesnt charge,1.00E+11,Sprint,07-JUN-17 03.05.07.283000000 PM,
MLFUNC,"phone has been blacking out, powering off during use, not powering on sometimes",1.03E+11,Sprint,07-JUN-17 03.23.03.289000000 PM,
MLFUNC,"Phone dropped and screen begin to blink, on June 6th screen display completely blacked out.",1.08E+11,Sprint,07-JUN-17 03.31.45.304000000 AM,
MLFUNC,"i was using my phone and it died on me , when i put it to charge it did not want to turn on",1.05E+11,Sprint,07-JUN-17 03.38.21.758000000 AM,
MLFUNC,Bottom of touchscreen is non-operational and unresponsive,1.08E+11,Sprint,07-JUN-17 03.47.06.312000000 PM,
MLFUNC,Watch turns off and on. Will not remain charged.,1.06E+11,Sprint,07-JUN-17 04.22.41.515000000 AM,
MLFUNC,Phone screen is black with solid blue notification light. When I push or hold the power button it flashes vertical lines briefly but will not power off or display anything,112680550,Sprint,07-JUN-17 04.26.35.261000000 PM,
MLFUNC,Took phone off charger and it will not turn on,1.08E+11,Sprint,07-JUN-17 04.33.48.322000000 PM,
MLFUNC,The screen turned green,1.04E+11,Sprint,07-JUN-17 05.22.27.938000000 AM,
MLFUNC,Phone wont turn on and when,1.09E+11,Sprint,07-JUN-17 05.32.12.202000000 PM,
MLFUNC,Turned phone on to use it and it would not function properly. The bottom of the screen qouldnt work and it would open and close windows by itself. It also types on its own and sends thing on its own.,1.07E+11,Sprint,07-JUN-17 06.03.42.284000000 PM,
MLFUNC,"touch screen malfunctioned , then we couldn't find it and placed in emergency mode. Now because of the screen malfunction we cant get it out of emergency mode. . Cant answer or make calls or even unlock the phone. to reset it.",1.03E+11,Sprint,07-JUN-17 06.29.20.573000000 PM,
MLFUNC,"My phone will only charge once it has been powered off and plugged in. It will not charge when it is turned on, and once it is low on charge I have to power it off and wait for it to reach enough charge to turn it back on.",1.02E+11,Sprint,07-JUN-17 07.09.34.757000000 PM,
MLFUNC,"Phone would often go blank/become unresponsive, phone won't turn on now and charging doesn't seem to help.",1.06E+11,Sprint,07-JUN-17 07.19.46.679000000 PM,
MLFUNC,I connect the charger and it doesn't even charge. I believe the port is broken.,1.08E+11,Sprint,07-JUN-17 07.53.29.675000000 PM,
MLFUNC,The phone is missing and dropping calls and will reboot on it's own.,1.06E+11,Sprint,07-JUN-17 08.28.18.507000000 PM,
MLFUNC,The phone will not turn on at all,110789083,Sprint,07-JUN-17 08.44.11.312000000 PM,
MLFUNC,Unsure but camera lens is cracked and creating a shaded picture.,1.09E+11,Sprint,07-JUN-17 09.01.15.952000000 PM,
MLFUNC,"The phone is just coming apart, it gets hot when charging and charging cord is frayed.",1.01E+11,Sprint,07-JUN-17 09.06.13.129000000 PM,
MLFUNC,The port for the charger seems damaged. The chargers won't work,1.03E+11,Sprint,07-JUN-17 09.53.01.637000000 AM,
MLFUNC,Touch screen works only sometimes. I have factory reset my device several times and still not working properly.,1.02E+11,Sprint,07-JUN-17 10.18.57.974000000 PM,
MLFUNC,"My phone just went blank yesterday 6/6/2017 around 8:00 pm. I put it to charge overnight, it still did not come on.",1.02E+11,Sprint,07-JUN-17 11.08.52.052000000 PM,
MLFUNC,"My battery is expanding, which is making the screen lifting up. My phone is running hot which is worrying.",1.05E+11,Sprint,07-JUN-17 11.24.59.841000000 PM,
MLFUNC,phone not working,1.08E+11,Sprint,07-JUN-17 11.40.37.107000000 PM,
MLFUNC,"Buttons are harder to push. Missing calls, or texts",1.09E+11,Sprint,07-JUN-17 11.54.57.402000000 PM,
MLFUNC,It will not charge,1.07E+11,Sprint,07-JUN-17 12.03.38.868000000 AM,
MLFUNC,Shut phone off and it comes on and stays froze,1.01E+11,Sprint,07-JUN-17 12.51.07.535000000 AM,
MLFUNC,Phone will not charge charger has a loose connection,1.06E+11,Sprint,07-JUN-17 12.55.05.493000000 AM,
MLFUNC,My phone doesn't get texts or calls for a couple of days. Sometimes I don't receive calls at all. My Siri activates by itself a lot of times without me using my phone. My calls drop easily or sometimes calls don't go through. I have difficulty hearing others when I am making a call or they can't hear me at all.,1.07E+11,Sprint,07-JUN-17 12.56.59.074000000 PM,
MLFUNC,"Pretty sure there is some kind of virus. My phone starting cutting on and off on its own. Also, freezes up and goes black. Nothing i did to damage it.",1.02E+11,Sprint,07-MAY-17 01.47.59.940000000 PM,
MLFUNC,While playing a game my screen blipped. It started lagging and the screen started to slow and show sporadic blinking until it turned off. When it turned back on i could no longer use the tough screen and sign into my phone.,1.01E+11,Sprint,07-MAY-17 01.55.56.238000000 AM,
MLFUNC,The phone randomly shuts off and will not turn back on for several hours.,1.07E+11,Sprint,07-MAY-17 02.00.16.243000000 AM,
MLFUNC,"When I first got the phone the left speaker didn't work and they advised send it to get repaired then on may 6th it stopped connecting to my phones Bluetooth and USB while other devices did. I even reset and nothing happened, went to the spring repair store who advised it would be best to just return phone because of warrenty",1.04E+11,Sprint,07-MAY-17 06.26.26.771000000 PM,
MLFUNC,The camera will not load,1.06E+11,Sprint,07-MAY-17 08.55.34.300000000 PM,
MLFUNC,"Apps randomly stop working, phone will restart over and over .",1.02E+11,Sprint,07-MAY-17 09.17.55.595000000 PM,
MLFUNC,"When I unplugged my phone this morning, it had turned off due to overheating. The charging cable was burnt and now my phone will not charge.",1.10E+11,Sprint,07-MAY-17 09.38.05.641000000 PM,
MLFUNC,will not turn on. Can't receive or make calls or anything,1.08E+11,Sprint,07-MAY-17 10.03.09.185000000 PM,
MLFUNC,my home button got cracked and no longer works and constantly stays hot which causes my phone to lose charge rapidly gets hotter when charging.,113252786,Sprint,07-MAY-17 10.44.53.000000000 PM,
MLFUNC,"I am having charging and power issues. The phone will only hold a charge for about an hour, I have to bring my charger everywhere.",112633513,Sprint,08-FEB-17 03.32.45.000000000 PM,
MLFUNC,screen blacked out. wont turn on,1.01E+11,Sprint,08-JUN-17 01.07.04.042000000 AM,
MLFUNC,"Phone wouldn't hold a charge. Phone powered down, will not turn back on even when external power source is applied",1.08E+11,Sprint,08-JUN-17 01.07.21.704000000 PM,
MLFUNC,"Error message on the phone. ""Unfortunately, the process com.android.phone has stopped. Took it to Sprint and the Technician did a hard reset. The phone worked for one day and the message reappeared.",1.07E+11,Sprint,08-JUN-17 01.10.53.598000000 AM,
MLFUNC,Phone died used car charger now stuck on sprint logo,1.09E+11,Sprint,08-JUN-17 01.22.14.298000000 AM,
MLFUNC,Phone won't stay charged and can't hear good out of speaker,1.03E+11,Sprint,08-JUN-17 01.52.01.411000000 AM,
MLFUNC,I woke this moring to my phone on a black screen. I power the phone on and it booted up to the spirnt screen then start to shut down. I thought it was the charger so I switch chargers and let charger for 30 minutes for the same thing happen. I troubleshooted with sprint and the issue still remain with the phone,1.04E+11,Sprint,08-JUN-17 02.04.56.908000000 PM,
MLFUNC,Black screen. Will not turn on or charge,1.04E+11,Sprint,08-JUN-17 02.09.30.390000000 PM,
MLFUNC,The home button is not working,1.03E+11,Sprint,08-JUN-17 02.20.39.147000000 PM,
MLFUNC,Device will not hold a charge for very long and device runs hot during use.,1.09E+11,Sprint,08-JUN-17 03.20.43.959000000 PM,
MLFUNC,"Showed high temperature, placed inside and now will not turn on or reset. Tried to restore settings and will not connect with I tones.",111663676,Sprint,08-JUN-17 03.47.14.373000000 AM,
MLFUNC,The phone will not stay powered up and I purchased a new battery and it still continues to do the same thing,1.05E+11,Sprint,08-JUN-17 03.53.09.291000000 PM,
MLFUNC,phone will not hold a charge,1.10E+11,Sprint,08-JUN-17 04.13.44.841000000 PM,
MLFUNC,Cant hear well.,1.03E+11,Sprint,08-JUN-17 05.04.21.372000000 PM,
MLFUNC,"not working completely, blury, can't make calls",1.08E+11,Sprint,08-JUN-17 05.15.22.194000000 PM,
MLFUNC,Phone will not turn on. Tried removing the battery and putting it back in. Nothing happened. Tried putting it on the charger. Phone will not turn on.,1.02E+11,Sprint,08-JUN-17 05.47.06.983000000 PM,
MLFUNC,My phone stopped charging,1.01E+11,Sprint,08-JUN-17 06.19.42.020000000 PM,
MLFUNC,It will not charge.,1.02E+11,Sprint,08-JUN-17 06.38.20.889000000 PM,
MLFUNC,Phone is heating up constantly and I have to turn it on and off at least a couple times a day. GPS not working.,1.09E+11,Sprint,08-JUN-17 07.12.42.003000000 PM,
MLFUNC,It just won't charge.,1.01E+11,Sprint,08-JUN-17 07.47.30.039000000 AM,
MLFUNC,phone is bent and screen is unresponsive,1.01E+11,Sprint,08-JUN-17 08.17.11.570000000 PM,
MLFUNC,Input speaker aka microphone not working for telephone calls.,111539036,Sprint,08-JUN-17 09.12.03.412000000 PM,
MLFUNC,Cant not use the the back button or the other touch screen button.,1.08E+11,Sprint,08-JUN-17 09.32.37.788000000 PM,
MLFUNC,Charger connector port doesn't work. No matter what I get it blinks the charge icon.,1.04E+11,Sprint,08-JUN-17 09.41.00.651000000 PM,
MLFUNC,the device fails to charge and is not working,1.03E+11,Sprint,08-JUN-17 10.00.31.042000000 PM,
MLFUNC,Screen has lines running down and makes it hard to navigate the phone.,1.04E+11,Sprint,08-JUN-17 10.20.44.941000000 PM,
MLFUNC,Screen keeps blanking out and and freezing & jumping speaker dose not work,1.05E+11,Sprint,08-JUN-17 10.38.22.336000000 PM,
MLFUNC,"Around three weeks ago, the phone turned on with one column of dead pixels. As days went by, more columns appeared, then the screen started getting artifacts and strange fading in and out of pixels. Today, the screen became totally unreadable. Every once in a while, the touchscreen on the bottom quarter of the screen stopped working, but would begin working again on restart.",1.06E+11,Sprint,08-JUN-17 10.47.09.791000000 AM,
MLFUNC,Charged phone and no longer is charging or holding a charge.,1.00E+11,Sprint,08-JUN-17 10.51.36.403000000 PM,
MLFUNC,Screen started to get dark then blanked out. Appears to work just can't see screen.,111508451,Sprint,08-JUN-17 11.35.49.101000000 PM,
MLFUNC,The phone will not hold a charge. Charge will dissipate in less than 24 hours. Phone gets hot to the touch when it is charging.,1.01E+11,Sprint,08-JUN-17 11.45.08.851000000 PM,
MLFUNC,"During my flight to Kansas, my phone began to say, ""Unable to charge. Battery temperature too low"" and hasn't been charging ever since. I need a new phone please. Thank you.",1.09E+11,Sprint,08-JUN-17 11.51.58.259000000 PM,
MLFUNC,Phone powers down constantly and wont turn back on,1.01E+11,Sprint,08-JUN-17 12.01.51.516000000 AM,
MLFUNC,Back camera lens glass is broken.,1.04E+11,Sprint,08-JUN-17 12.20.50.508000000 AM,
MLFUNC,"My front camera has stopped working, the screen is just black.",1.06E+11,Sprint,08-JUN-17 12.46.15.396000000 AM,
MLFUNC,I was using my phone when the screen went blank. I tried to charge it just in case there was an issue but nothing happened. You can tell it turns on because it gets a little lighter but the screen is blank,1.05E+11,Sprint,08-JUN-17 12.51.52.987000000 PM,
MLFUNC,Phone won't turn on. Plugged into itunes and was told I need an update. Tried to update. Says that there is an unknown error that occured.,1.02E+11,Sprint,08-MAY-17 01.08.36.940000000 PM,
MLFUNC,"speaker/microphone issues as well, cannnot use video function as there will be no sound. Same with face time. Also, will not hold a charge at all. In morning, it will be 100%. It will get powered down through school, then turned back on and will be at 14%",1.07E+11,Sprint,08-MAY-17 01.49.45.720000000 PM,
MLFUNC,Keyboard not responding,1.02E+11,Sprint,08-MAY-17 02.20.00.980000000 PM,
MLFUNC,The screen just went blank. Can't receive or make calls. The phone is not cracked..,1.08E+11,Sprint,08-MAY-17 03.04.00.676000000 AM,
MLFUNC,dropped it touch screen doesnt work right  now the battery does not charge,113256991,Sprint,08-MAY-17 03.30.58.000000000 PM,
MLFUNC,"The issue seems degenerative. It started off just a little glitchy. Sometimes it would be slow to react. Sometimes the touch screen wouldnt work. You would have to lock the screen and unlock the phone again to get it to work. Now, its fully malfunctioning. It opens apps and types letters on its own. It will dial contacts on its own. Its a total mess at this point and it can not be used.",1.09E+11,Sprint,08-MAY-17 06.29.03.626000000 PM,
MLFUNC,i can not see anything on my screen. just totally white. Have never seen it this color before.,113259319,Sprint,08-MAY-17 07.19.52.000000000 PM,
